Unnamed: 0,Ano,Mandante,Visitante,Placar,Data,Hora,Estádio,Cidade,Jogo,Rodada,Temperatura (°C),Umidade (%),Precipitação (mm),Vento (km/h)
183,2021,Atlético Mineiro - MG,Grêmio - RS,2 x 1,03/11/2021,21:00,Mineirão,Belo Horizonte,184,19,20.5,74,0.0,3.1
184,2021,Internacional - RS,Red Bull Bragantino - SP,1 x 1,21/10/2021,20:00,Beira-Rio,Porto Alegre,185,19,21.1,87,0.0,15.1
185,2021,Ceará - CE,Palmeiras - SP,1 x 2,20/10/2021,19:00,Arena Castelão,Fortaleza,186,19,26.6,89,0.8,7.2
186,2021,Esporte Clube Bahia - BA,Fortaleza - CE,4 x 2,04/09/2021,21:00,Pituaçu,Salvador,187,19,27.3,83,0.2,4.3
187,2021,Athletico Paranaense - PR,Sport - PE,0 x 0,05/09/2021,18:15,Ligga Arena,Curitiba,188,19,16.1,97,0.0,7.9
188,2021,Chapecoense - SC,Fluminense - RJ,1 x 2,07/09/2021,21:30,Arena Condá,Chapeco,189,19,16.3,85,0.0,5.2
189,2021,Cuiabá Saf - MT,Santos Fc - SP,2 x 1,04/09/2021,21:00,Arena Pantanal,Cuiaba,190,19,25.9,85,0.8,2.5
190,2021,Fluminense - RJ,São Paulo - SP,2 x 1,12/09/2021,20:30,Maracanã,Rio de Janeiro,191,20,22.3,93,0.0,1.8
191,2021,Palmeiras - SP,Flamengo - RJ,1 x 3,12/09/2021,16:00,Allianz Parque,Sao Paulo,192,20,18.4,93,0.0,2.9
192,2021,Santos Fc - SP,Esporte Clube Bahia - BA,0 x 0,11/09/2021,21:00,Vila Belmiro,Santos,193,20,22.8,91,0.1,2.4
193,2021,America - MG,Athletico Paranaense - PR,2 x 0,11/09/2021,16:00,Independência,Belo Horizonte,194,20,20.5,74,0.0,3.1
194,2021,Grêmio - RS,Ceará - CE,2 x 0,12/09/2021,11:00,Arena do Grêmio,Porto Alegre,195,20,21.1,87,0.0,15.1
195,2021,Fortaleza - CE,Atlético Mineiro - MG,0 x 2,12/09/2021,16:00,Arena Castelão,Fortaleza,196,20,26.6,89,0.8,7.2
196,2021,Sport - PE,Internacional - RS,0 x 1,13/09/2021,20:00,Ilha do Retiro,Recife,197,20,27.6,85,0.1,7.8
197,2021,Red Bull Bragantino - SP,Chapecoense - SC,1 x 2,11/09/2021,19:00,Nabi Abi Chedid,Braganca Paulista,198,20,17.4,93,0.0,3.7
198,2021,Juventude - RS,Cuiabá Saf - MT,1 x 2,11/09/2021,17:00,Alfredo Jaconi,Caxias do Sul,199,20,16.2,90,0.0,9.7
199,2021,Atlético - GO,Corinthians - SP,1 x 1,12/09/2021,18:15,Antônio Accioly,Goiania,200,20,23.6,77,0.0,1.1
200,2021,Flamengo - RJ,Grêmio - RS,0 x 1,19/09/2021,20:30,Maracanã,Rio de Janeiro,201,21,22.3,93,0.0,1.8
201,2021,Corinthians - SP,America - MG,1 x 1,19/09/2021,18:15,Neo Química Arena,Sao Paulo,202,21,18.4,93,0.0,2.9
202,2021,São Paulo - SP,Atlético - GO,2 x 1,19/09/2021,16:00,Morumbi,Sao Paulo,203,21,18.4,93,0.0,2.9
203,2021,Atlético Mineiro - MG,Sport - PE,3 x 0,18/09/2021,19:00,Mineirão,Belo Horizonte,204,21,20.5,74,0.0,3.1
204,2021,Internacional - RS,Fortaleza - CE,1 x 0,19/09/2021,11:00,Beira-Rio,Porto Alegre,205,21,21.1,87,0.0,15.1
205,2021,Ceará - CE,Santos Fc - SP,0 x 0,18/09/2021,21:00,Arena Castelão,Fortaleza,206,21,26.6,89,0.8,7.2
206,2021,Esporte Clube Bahia - BA,Red Bull Bragantino - SP,1 x 1,18/09/2021,21:00,Arena Fonte Nova,Salvador,207,21,27.3,83,0.2,4.3
207,2021,Athletico Paranaense - PR,Juventude - RS,2 x 1,18/09/2021,18:45,Ligga Arena,Curitiba,208,21,16.1,97,0.0,7.9
208,2021,Chapecoense - SC,Palmeiras - SP,0 x 2,18/09/2021,17:00,Arena Condá,Chapeco,209,21,16.3,85,0.0,5.2
209,2021,Cuiabá Saf - MT,Fluminense - RJ,2 x 2,20/09/2021,20:00,Arena Pantanal,Cuiaba,210,21,25.9,85,0.8,2.5
210,2021,Fluminense - RJ,Red Bull Bragantino - SP,2 x 1,26/09/2021,16:00,Maracanã,Rio de Janeiro,211,22,22.3,93,0.0,1.8
211,2021,Corinthians - SP,Palmeiras - SP,2 x 1,25/09/2021,19:00,Neo Química Arena,Sao Paulo,212,22,18.4,93,0.0,2.9
212,2021,São Paulo - SP,Atlético Mineiro - MG,0 x 0,25/09/2021,21:00,Morumbi,Sao Paulo,213,22,18.4,93,0.0,2.9
213,2021,America - MG,Flamengo - RJ,1 x 1,26/09/2021,11:00,Independência,Belo Horizonte,214,22,20.5,74,0.0,3.1
214,2021,Internacional - RS,Esporte Clube Bahia - BA,2 x 0,26/09/2021,16:00,Beira-Rio,Porto Alegre,215,22,21.1,87,0.0,15.1
215,2021,Ceará - CE,Chapecoense - SC,1 x 0,25/09/2021,17:00,Arena Castelão,Fortaleza,216,22,26.6,89,0.8,7.2
216,2021,Sport - PE,Fortaleza - CE,0 x 1,26/09/2021,18:15,Arena Pernambuco,São Lourenço da Mata,217,22,26.2,91,0.0,3.6
217,2021,Athletico Paranaense - PR,Grêmio - RS,4 x 2,26/09/2021,18:15,Ligga Arena,Curitiba,218,22,16.1,97,0.0,7.9
218,2021,Juventude - RS,Santos Fc - SP,3 x 0,26/09/2021,16:00,Alfredo Jaconi,Caxias do Sul,219,22,16.2,90,0.0,9.7
219,2021,Atlético - GO,Cuiabá Saf - MT,0 x 0,26/09/2021,20:30,Antônio Accioly,Goiania,220,22,23.6,77,0.0,1.1
220,2021,Flamengo - RJ,Athletico Paranaense - PR,3 x 0,03/10/2021,16:00,Maracanã,Rio de Janeiro,221,23,22.3,93,0.0,1.8
221,2021,Palmeiras - SP,Juventude - RS,1 x 1,03/10/2021,18:15,Allianz Parque,Sao Paulo,222,23,18.4,93,0.0,2.9
222,2021,Santos Fc - SP,Fluminense - RJ,2 x 0,27/10/2021,19:00,Vila Belmiro,Santos,223,23,22.8,91,0.1,2.4
223,2021,Atlético Mineiro - MG,Internacional - RS,1 x 0,02/10/2021,21:00,Mineirão,Belo Horizonte,224,23,20.5,74,0.0,3.1
224,2021,Grêmio - RS,Sport - PE,1 x 2,03/10/2021,20:30,Arena do Grêmio,Porto Alegre,225,23,21.1,87,0.0,15.1
225,2021,Fortaleza - CE,Atlético - GO,0 x 3,02/10/2021,17:00,Arena Castelão,Fortaleza,226,23,26.6,89,0.8,7.2
226,2021,Esporte Clube Bahia - BA,Ceará - CE,1 x 1,27/10/2021,19:00,Arena Fonte Nova,Salvador,227,23,27.3,83,0.2,4.3
227,2021,Red Bull Bragantino - SP,Corinthians - SP,2 x 2,02/10/2021,19:00,Nabi Abi Chedid,Braganca Paulista,228,23,17.4,93,0.0,3.7
228,2021,Chapecoense - SC,São Paulo - SP,1 x 1,03/10/2021,16:00,Arena Condá,Chapeco,229,23,16.3,85,0.0,5.2
229,2021,Cuiabá Saf - MT,America - MG,0 x 2,02/10/2021,17:00,Arena Pantanal,Cuiaba,230,23,25.9,85,0.8,2.5
230,2021,Fluminense - RJ,Fortaleza - CE,0 x 2,06/10/2021,21:30,Maracanã,Rio de Janeiro,231,24,22.3,93,0.0,1.8
231,2021,Corinthians - SP,Esporte Clube Bahia - BA,3 x 1,05/10/2021,21:30,Neo Química Arena,Sao Paulo,232,24,18.4,93,0.0,2.9
232,2021,São Paulo - SP,Santos Fc - SP,1 x 1,07/10/2021,18:30,Morumbi,Sao Paulo,233,24,18.4,93,0.0,2.9
233,2021,America - MG,Palmeiras - SP,2 x 1,06/10/2021,21:30,Independência,Belo Horizonte,234,24,20.5,74,0.0,3.1
234,2021,Grêmio - RS,Cuiabá Saf - MT,2 x 2,06/10/2021,21:30,Arena do Grêmio,Porto Alegre,235,24,21.1,87,0.0,15.1
235,2021,Ceará - CE,Internacional - RS,0 x 0,06/10/2021,19:00,Arena Castelão,Fortaleza,236,24,26.6,89,0.8,7.2
236,2021,Sport - PE,Juventude - RS,3 x 1,06/10/2021,19:00,Arena Pernambuco,São Lourenço da Mata,237,24,26.2,91,0.0,3.6
237,2021,Red Bull Bragantino - SP,Flamengo - RJ,1 x 1,06/10/2021,20:30,Nabi Abi Chedid,Braganca Paulista,238,24,17.4,93,0.0,3.7
238,2021,Chapecoense - SC,Atlético Mineiro - MG,2 x 2,06/10/2021,19:00,Arena Condá,Chapeco,239,24,16.3,85,0.0,5.2
239,2021,Atlético - GO,Athletico Paranaense - PR,0 x 2,06/10/2021,19:00,Antônio Accioly,Goiania,240,24,23.6,77,0.0,1.1
240,2021,Fluminense - RJ,Atlético - GO,0 x 0,09/10/2021,16:30,Maracanã,Rio de Janeiro,241,25,22.3,93,0.0,1.8
241,2021,Palmeiras - SP,Red Bull Bragantino - SP,2 x 4,09/10/2021,21:00,Allianz Parque,Sao Paulo,242,25,18.4,93,0.0,2.9
242,2021,Santos Fc - SP,Grêmio - RS,1 x 0,10/10/2021,16:00,Vila Belmiro,Santos,243,25,22.8,91,0.1,2.4
243,2021,Atlético Mineiro - MG,Ceará - CE,3 x 1,09/10/2021,16:30,Mineirão,Belo Horizonte,244,25,20.5,74,0.0,3.1
244,2021,Internacional - RS,Chapecoense - SC,5 x 2,10/10/2021,11:00,Beira-Rio,Porto Alegre,245,25,21.1,87,0.0,15.1
245,2021,Fortaleza - CE,Flamengo - RJ,0 x 3,09/10/2021,19:00,Arena Castelão,Fortaleza,246,25,26.6,89,0.8,7.2
246,2021,Sport - PE,Corinthians - SP,1 x 0,09/10/2021,16:30,Arena Pernambuco,São Lourenço da Mata,247,25,26.2,91,0.0,3.6
247,2021,Athletico Paranaense - PR,Esporte Clube Bahia - BA,0 x 2,09/10/2021,19:00,Ligga Arena,Curitiba,248,25,16.1,97,0.0,7.9
248,2021,Juventude - RS,America - MG,1 x 1,09/10/2021,21:00,Alfredo Jaconi,Caxias do Sul,249,25,16.2,90,0.0,9.7
249,2021,Cuiabá Saf - MT,São Paulo - SP,0 x 0,11/10/2021,20:00,Arena Pantanal,Cuiaba,250,25,25.9,85,0.8,2.5
250,2021,Flamengo - RJ,Juventude - RS,3 x 1,13/10/2021,19:00,Maracanã,Rio de Janeiro,251,26,22.3,93,0.0,1.8
251,2021,Corinthians - SP,Fluminense - RJ,1 x 0,13/10/2021,21:00,Neo Química Arena,Sao Paulo,252,26,18.4,93,0.0,2.9
252,2021,São Paulo - SP,Ceará - CE,1 x 1,14/10/2021,19:00,Morumbi,Sao Paulo,253,26,18.4,93,0.0,2.9
253,2021,Atlético Mineiro - MG,Santos Fc - SP,3 x 1,13/10/2021,19:00,Mineirão,Belo Horizonte,254,26,20.5,74,0.0,3.1
254,2021,Internacional - RS,America - MG,3 x 1,13/10/2021,21:30,Beira-Rio,Porto Alegre,255,26,21.1,87,0.0,15.1
255,2021,Fortaleza - CE,Grêmio - RS,1 x 0,13/10/2021,20:30,Arena Castelão,Fortaleza,256,26,26.6,89,0.8,7.2
256,2021,Esporte Clube Bahia - BA,Palmeiras - SP,0 x 0,12/10/2021,21:30,Arena Fonte Nova,Salvador,257,26,27.3,83,0.2,4.3
257,2021,Red Bull Bragantino - SP,Atlético - GO,1 x 0,12/10/2021,19:00,Nabi Abi Chedid,Braganca Paulista,258,26,17.4,93,0.0,3.7
258,2021,Chapecoense - SC,Athletico Paranaense - PR,1 x 1,13/10/2021,19:00,Arena Condá,Chapeco,259,26,16.3,85,0.0,5.2
259,2021,Cuiabá Saf - MT,Sport - PE,1 x 0,14/10/2021,19:00,Arena Pantanal,Cuiaba,260,26,25.9,85,0.8,2.5
260,2021,Flamengo - RJ,Cuiabá Saf - MT,0 x 0,17/10/2021,20:30,Maracanã,Rio de Janeiro,261,27,22.3,93,0.0,1.8
261,2021,Palmeiras - SP,Internacional - RS,1 x 0,17/10/2021,16:00,Allianz Parque,Sao Paulo,262,27,18.4,93,0.0,2.9
262,2021,São Paulo - SP,Corinthians - SP,1 x 0,18/10/2021,20:00,Morumbi,Sao Paulo,263,27,18.4,93,0.0,2.9
263,2021,America - MG,Esporte Clube Bahia - BA,0 x 0,16/10/2021,21:00,Independência,Belo Horizonte,264,27,20.5,74,0.0,3.1
264,2021,Grêmio - RS,Juventude - RS,3 x 2,17/10/2021,18:15,Arena do Grêmio,Porto Alegre,265,27,21.1,87,0.0,15.1
265,2021,Ceará - CE,Red Bull Bragantino - SP,2 x 2,17/10/2021,18:15,Arena Castelão,Fortaleza,266,27,26.6,89,0.8,7.2
266,2021,Sport - PE,Santos Fc - SP,0 x 0,17/10/2021,20:30,Arena Pernambuco,São Lourenço da Mata,267,27,26.2,91,0.0,3.6
267,2021,Athletico Paranaense - PR,Fluminense - RJ,0 x 1,17/10/2021,16:00,Ligga Arena,Curitiba,268,27,16.1,97,0.0,7.9
268,2021,Chapecoense - SC,Fortaleza - CE,1 x 2,16/10/2021,19:00,Arena Condá,Chapeco,269,27,16.3,85,0.0,5.2
269,2021,Atlético - GO,Atlético Mineiro - MG,2 x 1,17/10/2021,18:15,Antônio Accioly,Goiania,270,27,23.6,77,0.0,1.1
270,2021,Fluminense - RJ,Flamengo - RJ,3 x 1,23/10/2021,19:00,Maracanã,Rio de Janeiro,271,28,22.3,93,0.0,1.8
271,2021,Palmeiras - SP,Sport - PE,2 x 1,25/10/2021,21:30,Allianz Parque,Sao Paulo,272,28,18.4,93,0.0,2.9
272,2021,Santos Fc - SP,America - MG,0 x 2,23/10/2021,17:00,Vila Belmiro,Santos,273,28,22.8,91,0.1,2.4
273,2021,Atlético Mineiro - MG,Cuiabá Saf - MT,2 x 1,24/10/2021,16:00,Mineirão,Belo Horizonte,274,28,20.5,74,0.0,3.1
274,2021,Internacional - RS,Corinthians - SP,2 x 2,24/10/2021,16:00,Beira-Rio,Porto Alegre,275,28,21.1,87,0.0,15.1
275,2021,Fortaleza - CE,Athletico Paranaense - PR,3 x 0,23/10/2021,19:15,Arena Castelão,Fortaleza,276,28,26.6,89,0.8,7.2
276,2021,Esporte Clube Bahia - BA,Chapecoense - SC,3 x 0,24/10/2021,20:30,Arena Fonte Nova,Salvador,277,28,27.3,83,0.2,4.3
277,2021,Red Bull Bragantino - SP,São Paulo - SP,1 x 0,24/10/2021,18:15,Nabi Abi Chedid,Braganca Paulista,278,28,17.4,93,0.0,3.7
278,2021,Juventude - RS,Ceará - CE,0 x 0,23/10/2021,17:00,Alfredo Jaconi,Caxias do Sul,279,28,16.2,90,0.0,9.7
279,2021,Atlético - GO,Grêmio - RS,2 x 0,25/10/2021,20:00,Antônio Accioly,Goiania,280,28,23.6,77,0.0,1.1
280,2021,Flamengo - RJ,Atlético Mineiro - MG,1 x 0,30/10/2021,19:00,Maracanã,Rio de Janeiro,281,29,22.3,93,0.0,1.8
281,2021,Corinthians - SP,Chapecoense - SC,1 x 0,01/11/2021,21:30,Neo Química Arena,Sao Paulo,282,29,18.4,93,0.0,2.9
282,2021,São Paulo - SP,Internacional - RS,1 x 0,31/10/2021,18:15,Morumbi,Sao Paulo,283,29,18.4,93,0.0,2.9
283,2021,America - MG,Fortaleza - CE,2 x 1,30/10/2021,21:00,Independência,Belo Horizonte,284,29,20.5,74,0.0,3.1
284,2021,Grêmio - RS,Palmeiras - SP,1 x 3,31/10/2021,16:00,Arena do Grêmio,Porto Alegre,285,29,21.1,87,0.0,15.1
285,2021,Ceará - CE,Fluminense - RJ,1 x 0,31/10/2021,16:00,Arena Castelão,Fortaleza,286,29,26.6,89,0.8,7.2
286,2021,Sport - PE,Atlético - GO,2 x 0,31/10/2021,20:30,Arena Pernambuco,São Lourenço da Mata,287,29,26.2,91,0.0,3.6
287,2021,Athletico Paranaense - PR,Santos Fc - SP,0 x 1,30/10/2021,17:00,Ligga Arena,Curitiba,288,29,16.1,97,0.0,7.9
288,2021,Juventude - RS,Esporte Clube Bahia - BA,0 x 0,30/10/2021,19:15,Alfredo Jaconi,Caxias do Sul,289,29,16.2,90,0.0,9.7
289,2021,Cuiabá Saf - MT,Red Bull Bragantino - SP,1 x 0,01/11/2021,20:00,Arena Pantanal,Cuiaba,290,29,25.9,85,0.8,2.5
290,2021,Fluminense - RJ,Sport - PE,1 x 0,06/11/2021,21:00,Maracanã,Rio de Janeiro,291,30,22.3,93,0.0,1.8
291,2021,Corinthians - SP,Fortaleza - CE,1 x 0,06/11/2021,17:00,Neo Química Arena,Sao Paulo,292,30,18.4,93,0.0,2.9
292,2021,Santos Fc - SP,Palmeiras - SP,0 x 2,07/11/2021,16:00,Vila Belmiro,Santos,293,30,22.8,91,0.1,2.4
293,2021,Atlético Mineiro - MG,America - MG,1 x 0,07/11/2021,16:00,Mineirão,Belo Horizonte,294,30,20.5,74,0.0,3.1
294,2021,Internacional - RS,Grêmio - RS,1 x 0,06/11/2021,19:00,Beira-Rio,Porto Alegre,295,30,21.1,87,0.0,15.1
295,2021,Ceará - CE,Cuiabá Saf - MT,1 x 0,07/11/2021,20:30,Arena Castelão,Fortaleza,296,30,26.6,89,0.8,7.2
296,2021,Esporte Clube Bahia - BA,São Paulo - SP,1 x 0,07/11/2021,18:15,Arena Fonte Nova,Salvador,297,30,27.3,83,0.2,4.3
297,2021,Red Bull Bragantino - SP,Athletico Paranaense - PR,0 x 2,07/11/2021,16:00,Nabi Abi Chedid,Braganca Paulista,298,30,17.4,93,0.0,3.7
298,2021,Chapecoense - SC,Flamengo - RJ,2 x 2,08/11/2021,20:00,Arena Condá,Chapeco,299,30,16.3,85,0.0,5.2
299,2021,Atlético - GO,Juventude - RS,1 x 1,23/11/2021,19:00,Antônio Accioly,Goiania,300,30,23.6,77,0.0,1.1
300,2021,Flamengo - RJ,Esporte Clube Bahia - BA,3 x 0,11/11/2021,19:00,Maracanã,Rio de Janeiro,301,31,22.3,93,0.0,1.8
301,2021,Palmeiras - SP,Atlético - GO,4 x 0,10/11/2021,20:30,Allianz Parque,Sao Paulo,302,31,18.4,93,0.0,2.9
302,2021,Santos Fc - SP,Red Bull Bragantino - SP,2 x 0,10/11/2021,19:00,Vila Belmiro,Santos,303,31,22.8,91,0.1,2.4
303,2021,Atlético Mineiro - MG,Corinthians - SP,3 x 0,10/11/2021,19:00,Mineirão,Belo Horizonte,304,31,20.5,74,0.0,3.1
304,2021,Grêmio - RS,Fluminense - RJ,1 x 0,09/11/2021,21:30,Arena do Grêmio,Porto Alegre,305,31,21.1,87,0.0,15.1
305,2021,Fortaleza - CE,São Paulo - SP,1 x 1,10/11/2021,21:30,Arena Castelão,Fortaleza,306,31,26.6,89,0.8,7.2
306,2021,Sport - PE,America - MG,2 x 3,10/11/2021,21:30,Arena Pernambuco,São Lourenço da Mata,307,31,26.2,91,0.0,3.6
307,2021,Athletico Paranaense - PR,Ceará - CE,2 x 1,10/11/2021,18:30,Ligga Arena,Curitiba,308,31,16.1,97,0.0,7.9
308,2021,Juventude - RS,Internacional - RS,2 x 1,10/11/2021,21:30,Alfredo Jaconi,Caxias do Sul,309,31,16.2,90,0.0,9.7
309,2021,Cuiabá Saf - MT,Chapecoense - SC,0 x 0,04/11/2021,21:00,Arena Pantanal,Cuiaba,310,31,25.9,85,0.8,2.5
310,2021,Fluminense - RJ,Palmeiras - SP,2 x 1,14/11/2021,18:15,Maracanã,Rio de Janeiro,311,32,22.3,93,0.0,1.8
311,2021,Corinthians - SP,Cuiabá Saf - MT,3 x 2,13/11/2021,21:00,Neo Química Arena,Sao Paulo,312,32,18.4,93,0.0,2.9
312,2021,São Paulo - SP,Flamengo - RJ,0 x 4,14/11/2021,16:00,Morumbi,Sao Paulo,313,32,18.4,93,0.0,2.9
313,2021,America - MG,Grêmio - RS,3 x 1,13/11/2021,18:30,Independência,Belo Horizonte,314,32,20.5,74,0.0,3.1
314,2021,Internacional - RS,Athletico Paranaense - PR,2 x 1,13/11/2021,19:00,Beira-Rio,Porto Alegre,315,32,21.1,87,0.0,15.1
315,2021,Ceará - CE,Sport - PE,2 x 1,14/11/2021,19:00,Arena Castelão,Fortaleza,316,32,26.6,89,0.8,7.2
316,2021,Esporte Clube Bahia - BA,Atlético Mineiro - MG,2 x 3,02/12/2021,18:00,Arena Fonte Nova,Salvador,317,32,27.3,83,0.2,4.3
317,2021,Red Bull Bragantino - SP,Fortaleza - CE,3 x 0,13/11/2021,19:00,Nabi Abi Chedid,Braganca Paulista,318,32,17.4,93,0.0,3.7
318,2021,Chapecoense - SC,Juventude - RS,0 x 2,14/11/2021,19:00,Arena Condá,Chapeco,319,32,16.3,85,0.0,5.2
319,2021,Atlético - GO,Santos Fc - SP,0 x 0,13/11/2021,17:00,Antônio Accioly,Goiania,320,32,23.6,77,0.0,1.1
320,2021,Flamengo - RJ,Corinthians - SP,1 x 0,17/11/2021,21:30,Maracanã,Rio de Janeiro,321,33,22.3,93,0.0,1.8
321,2021,Palmeiras - SP,São Paulo - SP,0 x 2,17/11/2021,20:30,Allianz Parque,Sao Paulo,322,33,18.4,93,0.0,2.9
322,2021,Santos Fc - SP,Chapecoense - SC,2 x 0,17/11/2021,19:00,Vila Belmiro,Santos,323,33,22.8,91,0.1,2.4
323,2021,America - MG,Atlético - GO,0 x 0,17/11/2021,19:00,Independência,Belo Horizonte,324,33,20.5,74,0.0,3.1
324,2021,Grêmio - RS,Red Bull Bragantino - SP,3 x 0,16/11/2021,18:00,Arena do Grêmio,Porto Alegre,325,33,21.1,87,0.0,15.1
325,2021,Fortaleza - CE,Ceará - CE,0 x 4,17/11/2021,20:00,Arena Castelão,Fortaleza,326,33,26.6,89,0.8,7.2
326,2021,Sport - PE,Esporte Clube Bahia - BA,1 x 0,18/11/2021,21:00,Arena Pernambuco,São Lourenço da Mata,327,33,26.2,91,0.0,3.6
327,2021,Athletico Paranaense - PR,Atlético Mineiro - MG,0 x 1,16/11/2021,16:00,Ligga Arena,Curitiba,328,33,16.1,97,0.0,7.9
328,2021,Juventude - RS,Fluminense - RJ,1 x 0,17/11/2021,20:30,Alfredo Jaconi,Caxias do Sul,329,33,16.2,90,0.0,9.7
329,2021,Cuiabá Saf - MT,Internacional - RS,1 x 0,17/11/2021,19:00,Arena Pantanal,Cuiaba,330,33,25.9,85,0.8,2.5
330,2021,Fluminense - RJ,America - MG,2 x 0,21/11/2021,17:00,Maracanã,Rio de Janeiro,331,34,22.3,93,0.0,1.8
331,2021,Corinthians - SP,Santos Fc - SP,2 x 0,21/11/2021,16:00,Neo Química Arena,Sao Paulo,332,34,18.4,93,0.0,2.9
332,2021,São Paulo - SP,Athletico Paranaense - PR,0 x 0,24/11/2021,21:30,Morumbi,Sao Paulo,333,34,18.4,93,0.0,2.9
333,2021,Atlético Mineiro - MG,Juventude - RS,2 x 0,20/11/2021,19:00,Mineirão,Belo Horizonte,334,34,20.5,74,0.0,3.1
334,2021,Internacional - RS,Flamengo - RJ,1 x 2,20/11/2021,21:30,Beira-Rio,Porto Alegre,335,34,21.1,87,0.0,15.1
335,2021,Fortaleza - CE,Palmeiras - SP,1 x 0,20/11/2021,19:00,Arena Castelão,Fortaleza,336,34,26.6,89,0.8,7.2
336,2021,Esporte Clube Bahia - BA,Cuiabá Saf - MT,0 x 0,21/11/2021,19:00,Arena Fonte Nova,Salvador,337,34,27.3,83,0.2,4.3
337,2021,Red Bull Bragantino - SP,Sport - PE,3 x 0,28/10/2021,19:00,Nabi Abi Chedid,Braganca Paulista,338,34,17.4,93,0.0,3.7
338,2021,Chapecoense - SC,Grêmio - RS,1 x 3,20/11/2021,19:00,Arena Condá,Chapeco,339,34,16.3,85,0.0,5.2
339,2021,Atlético - GO,Ceará - CE,1 x 1,20/11/2021,21:00,Antônio Accioly,Goiania,340,34,23.6,77,0.0,1.1
340,2021,Fluminense - RJ,Internacional - RS,1 x 0,24/11/2021,21:30,Maracanã,Rio de Janeiro,341,35,22.3,93,0.0,1.8
341,2021,Palmeiras - SP,Atlético Mineiro - MG,2 x 2,23/11/2021,21:30,Allianz Parque,Sao Paulo,342,35,18.4,93,0.0,2.9
342,2021,Santos Fc - SP,Fortaleza - CE,2 x 0,25/11/2021,19:00,Vila Belmiro,Santos,343,35,22.8,91,0.1,2.4
343,2021,America - MG,Chapecoense - SC,3 x 0,30/11/2021,21:00,Independência,Belo Horizonte,344,35,20.5,74,0.0,3.1
344,2021,Grêmio - RS,São Paulo - SP,3 x 0,02/12/2021,20:00,Arena do Grêmio,Porto Alegre,345,35,21.1,87,0.0,15.1
345,2021,Ceará - CE,Corinthians - SP,2 x 1,25/11/2021,20:00,Arena Castelão,Fortaleza,346,35,26.6,89,0.8,7.2
346,2021,Sport - PE,Flamengo - RJ,1 x 1,03/12/2021,20:00,Arena Pernambuco,São Lourenço da Mata,347,35,26.2,91,0.0,3.6
347,2021,Athletico Paranaense - PR,Cuiabá Saf - MT,1 x 0,03/12/2021,19:00,Ligga Arena,Curitiba,348,35,16.1,97,0.0,7.9
348,2021,Juventude - RS,Red Bull Bragantino - SP,1 x 0,30/11/2021,19:00,Alfredo Jaconi,Caxias do Sul,349,35,16.2,90,0.0,9.7
349,2021,Atlético - GO,Esporte Clube Bahia - BA,2 x 1,29/11/2021,19:00,Antônio Accioly,Goiania,350,35,23.6,77,0.0,1.1
350,2021,Flamengo - RJ,Ceará - CE,2 x 1,30/11/2021,20:00,Maracanã,Rio de Janeiro,351,36,22.3,93,0.0,1.8
351,2021,Corinthians - SP,Athletico Paranaense - PR,1 x 0,28/11/2021,16:00,Neo Química Arena,Sao Paulo,352,36,18.4,93,0.0,2.9
352,2021,São Paulo - SP,Sport - PE,2 x 0,27/11/2021,21:30,Morumbi,Sao Paulo,353,36,18.4,93,0.0,2.9
353,2021,Atlético Mineiro - MG,Fluminense - RJ,2 x 1,28/11/2021,16:00,Mineirão,Belo Horizonte,354,36,20.5,74,0.0,3.1
354,2021,Internacional - RS,Santos Fc - SP,1 x 1,28/11/2021,19:00,Beira-Rio,Porto Alegre,355,36,21.1,87,0.0,15.1
355,2021,Fortaleza - CE,Juventude - RS,1 x 0,03/12/2021,21:00,Arena Castelão,Fortaleza,356,36,26.6,89,0.8,7.2
356,2021,Esporte Clube Bahia - BA,Grêmio - RS,3 x 1,26/11/2021,19:00,Arena Fonte Nova,Salvador,357,36,27.3,83,0.2,4.3
357,2021,Red Bull Bragantino - SP,America - MG,1 x 1,27/11/2021,19:30,Nabi Abi Chedid,Braganca Paulista,358,36,17.4,93,0.0,3.7
358,2021,Chapecoense - SC,Atlético - GO,0 x 1,03/12/2021,20:00,Arena Condá,Chapeco,359,36,16.3,85,0.0,5.2
359,2021,Cuiabá Saf - MT,Palmeiras - SP,1 x 3,30/11/2021,22:00,Arena Pantanal,Cuiaba,360,36,25.9,85,0.8,2.5
360,2021,Flamengo - RJ,Santos Fc - SP,0 x 1,06/12/2021,20:00,Maracanã,Rio de Janeiro,361,37,22.3,93,0.0,1.8
361,2021,Corinthians - SP,Grêmio - RS,1 x 1,05/12/2021,16:00,Neo Química Arena,Sao Paulo,362,37,18.4,93,0.0,2.9
362,2021,São Paulo - SP,Juventude - RS,3 x 1,06/12/2021,19:00,Morumbi,Sao Paulo,363,37,18.4,93,0.0,2.9
363,2021,Atlético Mineiro - MG,Red Bull Bragantino - SP,4 x 3,05/12/2021,16:00,Mineirão,Belo Horizonte,364,37,20.5,74,0.0,3.1
364,2021,Internacional - RS,Atlético - GO,1 x 2,06/12/2021,20:00,Beira-Rio,Porto Alegre,365,37,21.1,87,0.0,15.1
365,2021,Ceará - CE,America - MG,0 x 0,05/12/2021,19:00,Arena Castelão,Fortaleza,366,37,26.6,89,0.8,7.2
